Event ID,Event Name,Event Description,Event Class,Event Information Source,Reference URL,Effective From Date,Effective To Date,From Time,To Time
842,Pistahan Parade and Festival,"Parade in conjunction with art festival in Yerba Buena Gardens from 11am to 5pm. Opening ceremony on Saturday at Grove and Larkin in Civic Center. Parade will start on Grove, proceed east on Market Street, south to 4th St to Yerba Buena Gardens.",StrClose,MTA WE T&T,,,8/11/2013,8:00 AM,5:00 PM
429,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,8/9/2013,8/9/2013,7:00 PM,11:30 PM
481,Louis Vuitton Cup Semi-Finals,no street closures,PkDemandUp,,,,8/9/2013,1:00 PM,2:00 PM
841,Outside Lands Festival,"Music festival in Golden Gate Park from noon to 10pm Friday, Saturday, and Sunday. Expected 60,000 attendees each day.",PkDemandUp,MTA WE T&T,,,8/11/2013,12:00 PM,10:00 PM
364,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,8/8/2013,8/8/2013,12:30 PM,5:00 PM
828,49ers pre-season home game,49ers home game against Denver Broncos,PkDemandUp,MTA WE T&T,www.sfmta.com/football,,,6:00 PM,
428,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,8/7/2013,8/7/2013,7:00 PM,11:30 PM
478,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,,8/7/2013,1:00 PM,2:30 PM
427,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,8/6/2013,8/6/2013,7:00 PM,11:30 PM
480,Louis Vuitton Cup Semi-Finals,no street closures,PkDemandUp,,,,8/6/2013,1:00 PM,2:00 PM
426,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,8/5/2013,8/5/2013,7:00 PM,11:30 PM
829,Truck accident on Bay Bridge,Truck driving into SF on Bay Bridge caught on fire and closed down all traffic into the city via the bridge for part of the day,BrdgeClose,Internet,http://www.sfgate.com/bayarea/article/Sushi-truck-fire-backs-up-Bay-Bridge-4707080.php,,,,
477,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,8/4/2013,8/4/2013,1:00 PM,2:30 PM
476,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,8/3/2013,8/3/2013,1:00 PM,2:30 PM
503,40th Nihonmachi Street Fair,Fair,StrClose,,,,8/4/2013,4:00 AM,9:00 PM
563,"Giants 5K, 10K and Half Marathon",Athletic,StrClose,,,,8/4/2013,11:00 PM,11:30 AM
468,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,8/2/2013,8/2/2013,1:00 PM,2:00 PM
475,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,7/31/2013,7/31/2013,1:00 PM,2:30 PM
467,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,7/30/2013,7/30/2013,1:00 PM,2:00 PM
379,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,7/28/2013,7/28/2013,1:00 PM,5:30 PM
486,Louis Vuitton Cup Series 3,no street closures,PkDemandUp,,,,7/28/2013,1:00 PM,2:30 PM
649,Sunday Streets in the Mission,Sunday Streets,StrClose,,,,7/28/2013,10:30 AM,4:30 PM
658,Up Your Alley Fair,Fair,StrClose,,,,7/28/2013,5:00 AM,9:00 PM
827,Muni subway construction - early shutdown,"Service shut down between Church and Embarcadero from 9:30 pm to 1 am, replaced with bus and shuttle service",,,,,7/31/2013,,
394,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,7/27/2013,7/27/2013,6:00 PM,10:30 PM
425,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,7/26/2013,7/26/2013,7:00 PM,11:30 PM
466,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,,7/26/2013,1:00 PM,2:00 PM
825,Critical mass,Critical Mass bicycle ride begins at Justin Herman Plaza,TrnsprtEvt,MTA WE T&T,,,,6:00 PM,
826,Concert at Candlestick Park,Justin Timberlake and Jay-Z Concert,PkDemandUp,MTA WE T&T,,,,,
424,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,7/24/2013,7/24/2013,7:00 PM,11:30 PM
474,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,,7/24/2013,1:00 PM,2:30 PM
423,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,7/23/2013,7/23/2013,7:00 PM,11:30 PM
465,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,,7/23/2013,1:00 PM,2:00 PM
422,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,7/22/2013,7/22/2013,7:00 PM,11:30 PM
378,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,7/21/2013,7/21/2013,1:00 PM,5:30 PM
473,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,,7/21/2013,1:00 PM,2:30 PM
821,AIDS walk,Takes place in Golden Gate park,StrClose,MTA WE T&T,http://www.aidswalk.net/sanfran,,,8:00 AM,2:30 PM
393,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,7/20/2013,7/20/2013,6:00 PM,10:30 PM
472,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,,7/20/2013,1:00 PM,2:30 PM
421,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,7/19/2013,7/19/2013,7:00 PM,11:30 PM
464,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,,7/19/2013,1:00 PM,2:00 PM
471,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,7/17/2013,7/17/2013,1:00 PM,2:30 PM
463,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,7/16/2013,7/16/2013,1:00 PM,2:00 PM
470,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,7/14/2013,7/14/2013,1:00 PM,2:30 PM
803,Clement St Farmers market pilot,"Clement St closed from 2nd Ave to 4th Ave, and Muni bus route 2 rerouted during closure",StrClose,MTA WE T&T,,,,7:30 AM,3:30 PM
469,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,7/13/2013,7/13/2013,1:00 PM,2:30 PM
802,Muni Metro Turnback Rail Rehab project,"Muni Metro turnback rail rehabilitation construction project will affect the KT, N, and T lines",TrnstSrvDn,MTA WE T&T,,,7/15/2013,1:30 AM,4:00 AM
462,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,7/12/2013,7/12/2013,1:00 PM,2:00 PM
801,Market Street Repaving Project,Repaving along Market St between 4th and 6th - no vehicles or bikes allowed through (only Muni),StrClose,MTA WE T&T,,,7/14/2013,,
363,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,7/10/2013,7/10/2013,12:30 PM,5:00 PM
479,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,,7/10/2013,2:00 PM,3:00 PM
420,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,7/9/2013,7/9/2013,7:00 PM,11:30 PM
461,Louis Vuitton Cup Race,no street closures,PkDemandUp,,,,7/9/2013,1:00 PM,2:00 PM
419,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,7/8/2013,7/8/2013,7:00 PM,11:30 PM
350,Fleet Racing,no street closures,PkDemandUp,,,7/7/2013,7/7/2013,1:00 PM,2:30 PM
377,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,,7/7/2013,1:00 PM,5:30 PM
647,Sunday Streets @ GG Park and The Great Hwy,Sunday Streets,StrClose,,,,7/7/2013,10:30 AM,4:30 PM
387,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,7/6/2013,7/6/2013,4:00 PM,8:30 PM
351,Fleet Racing,no street closures,PkDemandUp,,,7/5/2013,7/5/2013,,
418,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,,7/5/2013,7:00 PM,11:30 PM
501,Sailing Races Opening Ceremony,,PkDemandUp,,,7/4/2013,7/4/2013,,
761,4th of July activities,"Celebration begins along waterfront at 2pm, street closures from Wednesday night through Friday early morning",StrClose,MTA WE T&T,,7/3/2013,7/4/2013,,
781,BART Strike,,TrnstSrvDn,,,7/1/2013,7/5/2013,,
550,Dyke March,March,StrClose,,,6/29/2013,6/29/2013,6:00 PM,10:00 PM
607,SF Pride Celebration,Fair,StrClose,,,6/28/2013,7/1/2013,9:00 AM,6:00 AM
652,Transgender March,Parade,StrClose,,,,6/28/2013,6:00 PM,9:00 PM
741,Lincoln Blvd closure for Viaduct truss deconstruction,Steel truss of old High Viaduct deconstruction requires closure of Lincoln Boulevard from 9:30PM to 5:30AM between 6/25/2013-7/9/2013. Road will stay open July 4 and 5.,StrClose,Internet,http://www.presidioparkway.org/,6/25/2013,7/9/2013,9:30 PM,
376,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,6/23/2013,6/23/2013,1:00 PM,5:30 PM
375,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,6/22/2013,6/22/2013,1:00 PM,5:30 PM
722,Subway maintenance,Subway communications systems replacement project over 6 nights starting at 10 pm- service between Church and Embarcadero on bus shuttles,TrnstSrvDn,MTA WE T&T,,,6/27/2013,10:00 PM,
417,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,6/21/2013,6/21/2013,7:00 PM,11:30 PM
721,Live Nation Concert,Concert at America's Cup Pavilion at Piers 27/29,PkDemandUp,MTA WE T&T,,,,,
416,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,6/20/2013,6/20/2013,7:00 PM,11:30 PM
723,Komen 3-Day Walk,Closures on Treasure Island Thurs-Sun; Closures in SF Sat-Sun,StrClose,MTA WE T&T,www.the3day.org,,6/23/2013,,
362,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,6/19/2013,6/19/2013,12:30 PM,5:00 PM
415,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,6/18/2013,6/18/2013,7:00 PM,11:30 PM
414,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,6/17/2013,6/17/2013,7:00 PM,11:30 PM
606,SF Marathon,Athletic,StrClose,,,6/16/2013,6/16/2013,,
579,Juneteenth 2013,Street Fair,StrClose,,,6/15/2013,6/15/2013,,
701,North Beach Festival,,StrClose,MTA WE T&T,,,6/16/2013,10:00 AM,6:00 PM
702,Ghirardelli Square Kidsbash,,StrClose,MTA WE T&T,,,,2:00 AM,9:00 PM
703,4th St Bridge Span Remedial Project,DPW's 4th St bridge span remedial project Friday and Saturday nights,StrClose,MTA WE T&T,,6/14/2013,6/16/2013,,
650,Sunday Streets; Bayview/Dogpatch,Sunday Streets,StrClose,,,6/9/2013,6/9/2013,,
568,Haight Ashbury Street Fair,Street Fair,StrClose,,,6/8/2013,6/8/2013,,
685,Market Street Repaving,"Repaving from Van Ness Ave to 6th St, Muni only allowed through",StrClose,MTA WE T&T,,6/7/2013,6/9/2013,,
361,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,6/5/2013,6/5/2013,12:30 PM,5:00 PM
413,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,6/4/2013,6/4/2013,7:00 PM,11:30 PM
677,BART delay,BART delay due to third rail repair in Transbay Tube,,,,5/31/2013,,,
360,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,5/30/2013,5/30/2013,12:30 PM,5:00 PM
412,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,5/29/2013,5/29/2013,7:00 PM,11:30 PM
374,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,5/26/2013,5/26/2013,1:00 PM,5:30 PM
514,Carnaval Parade,Parade,StrClose,MTA WE T&T,www.carnavalsanfrancisco.org,,5/26/2013,5:00 AM,5:00 PM
373,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,5/25/2013,5/25/2013,1:00 PM,5:30 PM
513,Carnaval Festival,Festival,StrClose,MTA WE T&T,www.carnavalsanfrancisco.org,,5/26/2013,12:00 AM,12:00 AM
411,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,5/24/2013,5/24/2013,7:00 PM,11:30 PM
359,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,5/22/2013,5/22/2013,12:30 PM,5:00 PM
410,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,5/21/2013,5/21/2013,7:00 PM,11:30 PM
409,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,5/20/2013,5/20/2013,7:00 PM,11:30 PM
511,Bay to Breakers 2013,Race/Party,StrClose,MTA WE T&T,www.baytobreakers.com,5/19/2013,5/19/2013,,
502,Uncorked! SF Wine Festival,Festival,PkDemandUp,MTA WE T&T,www.ghirardellisq.com,5/18/2013,5/18/2013,12:00 AM,12:00 AM
504,Asian Heritage Festival,Festival,StrClose,MTA WE T&T,www.asianfairsf.com,,5/18/2013,3:00 AM,9:00 PM
372,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,5/12/2013,5/12/2013,1:00 PM,5:30 PM
371,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,5/11/2013,5/11/2013,1:00 PM,5:30 PM
408,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,5/10/2013,5/10/2013,7:00 PM,11:30 PM
407,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,5/9/2013,5/9/2013,7:00 PM,11:30 PM
358,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,5/8/2013,5/8/2013,12:30 PM,5:00 PM
406,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,5/7/2013,5/7/2013,7:00 PM,11:30 PM
405,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,5/6/2013,5/6/2013,7:00 PM,11:30 PM
389,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,5/5/2013,5/5/2013,5:00 PM,9:30 PM
370,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,5/4/2013,5/4/2013,1:00 PM,5:30 PM
404,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,5/3/2013,5/3/2013,7:00 PM,11:30 PM
573,How Weird Street Faire,Street Fair,StrClose,MTA WE T&T,,4/27/2013,4/27/2013,9:00 AM,11:00 PM
357,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,4/24/2013,4/24/2013,12:30 PM,5:00 PM
403,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,4/23/2013,4/23/2013,7:00 PM,11:30 PM
402,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,4/22/2013,4/22/2013,7:00 PM,11:30 PM
369,Giants Home Game,Baseball game,PkDemandUp,Internet,http://sanfrancisco.giants.mlb.com/schedule/,4/21/2013,4/21/2013,1:00 PM,5:30 PM
